#{"t_start": 1780398861.2305164, "env_id": "None"}
r,l,t
19.101027,75,998.86177
35.169315,33,999.001935
-126.13393,200,999.131941
35.502975,32,999.256412
31.804033,40,999.366894
23.456877,60,999.509435
34.217705,42,999.610886
18.34246,73,999.731193
32.058014,42,999.855462
34.739895,37,999.963886
38.587505,25,1000.107636
30.875845,36,1000.233858
37.206635,29,1000.3355
6.58777,96,1000.471947
-84.42442,200,1000.574741
18.167131,50,1000.70765
-1.179585,92,1000.707683
-6.434591,86,1000.831758
-58.48982,164,1000.973584
-85.9324,200,1001.102451
39.052067,26,1001.209031
-15.328124,153,1001.339962
-60.81043,139,1001.447549
-395.24673,200,1001.557884
-100.37356,200,1001.692141
28.45996,53,1001.692174
0.1224811,127,1001.850586
34.83808,27,1001.991913
-107.2581,200,1002.154935
27.017265,61,1002.27376
37.762913,27,1002.407187
-125.34779,200,1002.539883
16.694794,66,1002.657814
17.271431,41,1002.657856
-3.4954305,105,1002.795003
-103.38234,200,1002.795036
-28.108656,176,1002.897422
35.111423,34,1003.006907
28.867468,44,1003.146823
36.03566,33,1003.146865
42.62454,24,1003.270792
29.854422,38,1003.270837
-126.802284,200,1003.270844
-27.955263,182,1003.401463
9.027926,94,1003.546658
36.128628,30,1003.658978
9.816857,77,1003.791643
21.24078,59,1003.915907
-1.7461269,122,1004.060412
26.316828,52,1004.060465
35.545307,32,1004.060472
27.973671,56,1004.188765
16.983284,73,1004.320031
22.133286,60,1004.4538
33.756176,40,1004.604969
-14.131384,130,1004.605025
-134.17944,200,1004.739583
22.046835,51,1004.848398
22.566296,66,1004.98232
32.95454,35,1004.982379
34.29701,30,1005.111419
36.3312,29,1005.223393
33.668682,29,1005.325684
33.71316,33,1005.450711
15.605419,65,1005.450754
-16.774414,148,1005.583977
36.84567,28,1005.732359
29.215158,33,1005.732393
32.859074,36,1005.732399
0.55513746,142,1005.876447
-117.46265,200,1005.98873
-7.4663377,129,1006.13412
38.722725,27,1006.252038
-29.743011,135,1006.370718
34.078037,36,1006.509064
-98.65995,200,1006.62892
0.5403385,104,1006.75483
-1.8950429,118,1006.754874
-6.343321,109,1006.864658
32.881855,41,1006.978519
31.770035,45,1007.081674
32.252747,36,1007.226889
32.454723,37,1007.337756
37.71325,25,1007.490559
-15.68431,153,1007.490609
30.42856,47,1007.490617
-59.536346,186,1007.600198
27.325413,45,1007.711428
17.70053,68,1007.852037
-5.010736,125,1007.971612
41.860542,16,1008.070783
18.33241,65,1008.183117
-16.206244,130,1008.297396
19.93342,65,1008.418793
19.679771,64,1008.541244
35.475464,31,1008.668303
29.645647,52,1008.764767
32.611195,33,1008.891669
22.980986,48,1009.025699
31.838547,51,1009.025732
35.738792,25,1009.197382
33.902172,29,1009.323842
7.8477507,77,1009.323886
29.961185,46,1009.477076
-79.92918,200,1009.645319
-111.96081,200,1009.771609
7.496914,91,1009.937595
35.63589,31,1010.069835
21.39118,70,1010.171335
4.2552905,104,1010.313207
30.309374,48,1010.435735
33.602127,41,1010.435771
-16.69519,106,1010.538815
1.3908023,110,1010.6845
32.596485,40,1010.816396
34.546097,33,1010.944727
34.735344,36,1011.049817
-165.33575,200,1011.173869
28.464373,52,1011.274409
25.251896,52,1011.433279
17.523445,75,1011.433314
29.558285,37,1011.43332
7.4209833,85,1011.547951
31.553308,40,1011.66501
-123.38233,200,1011.791676
-118.387054,200,1011.911692
15.520061,71,1012.038872
-28.318275,167,1012.159685
18.083664,61,1012.291398
33.216778,35,1012.413861
41.49146,19,1012.52523
22.65424,62,1012.654176
20.47486,60,1012.654209
16.05252,59,1012.78126
28.73646,46,1012.933676
32.32205,39,1013.04617
19.9638,68,1013.175572
0.92823726,136,1013.27427
-4.248368,131,1013.387793
33.85988,37,1013.502071
21.21867,55,1013.648468
-98.935234,200,1013.75699
25.071144,55,1013.889351
41.64231,19,1014.000519
29.45425,49,1014.125197
30.673536,39,1014.229692
17.65205,76,1014.358173
-104.4537,200,1014.484158
17.762346,77,1014.596231
-43.75602,177,1014.703445
34.58584,36,1014.832892
31.067036,44,1014.99525
18.797918,67,1015.152179
20.710434,80,1015.152215
26.037035,59,1015.277153
-8.520333,138,1015.392755
29.002125,51,1015.493902
36.452663,30,1015.604757
-103.84769,200,1015.604805
2.4223247,78,1015.732736
26.7776,54,1015.876521
1.2269362,74,1015.981004
21.839962,62,1016.107795
21.752956,61,1016.285909
32.085667,40,1016.285949
32.512608,41,1016.397848
30.146793,44,1016.522394
28.588749,41,1016.522437
19.659504,66,1016.645272
-9.616818,133,1016.645303
-41.67506,168,1016.764752
35.441597,33,1016.764799
-14.698505,150,1016.865513
-17.978508,160,1017.000827
-103.036064,200,1017.00086
33.60843,37,1017.153328
25.234585,47,1017.265172
-120.52815,200,1017.409463
24.451765,65,1017.409501
35.119648,38,1017.409506
33.37574,33,1017.50737
31.830753,40,1017.622045
36.438534,34,1017.795737
22.340847,64,1017.932537
28.868427,43,1018.049918
33.58132,35,1018.175331
39.084034,37,1018.324238
27.858118,52,1018.324271
30.824291,46,1018.422605
-10.932751,132,1018.528408
-16.98287,140,1018.677325
13.530072,78,1018.67738
16.965384,79,1018.677387
26.935316,43,1018.785864
12.533294,70,1018.924468
25.157127,60,1019.061419
-4.8809223,118,1019.061448
19.349504,57,1019.168394
-100.52438,200,1019.30708
14.096649,100,1019.437037
18.640923,67,1020.47746
34.898464,36,1020.599069
36.505962,30,1020.721045
38.807903,22,1020.843111
-108.069115,200,1020.99899
34.2715,35,1021.135491
19.136621,72,1021.135527
11.684961,98,1021.249214
28.398712,45,1021.353043
7.0865536,82,1021.482163
35.33463,26,1021.482213
18.743372,85,1021.610977
14.852983,76,1021.61101
34.028732,41,1021.779162
-97.823296,200,1021.876342
2.586156,71,1022.010916
23.593664,64,1022.142696
24.166307,60,1022.268049
11.251537,78,1022.368989
38.930553,26,1022.495688
-228.97046,200,1022.626631
-10.163494,100,1022.754927
-2.3554165,88,1022.872485
17.733513,67,1022.981967
5.2258844,122,1023.086971
38.447693,21,1023.24995
-29.270477,145,1023.379645
14.223143,57,1023.488784
-31.52073,152,1023.624672
33.636967,29,1023.762227
-0.63697654,115,1023.897454
37.430748,28,1023.89749
34.36016,39,1024.026398
38.065273,24,1024.02644
4.3305793,98,1024.026447
38.73946,20,1024.17227
40.89567,18,1024.172305
36.224064,32,1024.2628
22.912722,73,1024.399628
16.569708,83,1024.399659
30.577135,37,1024.557551
-73.8615,200,1024.690984
-2.404842,110,1024.813899
-19.542215,124,1024.932746
-21.555664,165,1025.076216
1.1045429,103,1025.18108
39.06346,24,1025.316914
37.416092,25,1025.421444
-17.502893,131,1025.528019
35.817955,35,1025.678961
28.912088,37,1025.786539
32.743572,39,1025.920681
20.63077,50,1026.028759
40.52243,21,1026.166719
-6.850242,103,1026.166765
33.792515,35,1026.296459
35.34574,30,1026.410689
0.58225363,101,1026.539346
30.280382,31,1026.657022
-30.11449,120,1026.79034
24.343163,60,1026.790423
21.043541,61,1026.929988
39.58499,22,1027.058073
26.81677,36,1027.197446
33.16125,40,1027.19751
28.72599,45,1027.303613
16.990988,78,1027.424074
37.97824,24,1027.54126
32.986115,33,1027.668689
7.1970696,71,1027.774004
31.563265,36,1027.923146
-118.350204,200,1027.923195
-17.397207,115,1028.036386
34.91067,27,1028.14101
27.007668,43,1028.273521
26.871094,59,1028.273549
1.4776422,106,1028.419219
37.185253,29,1028.419263
-43.643543,168,1028.549142
-27.744514,141,1028.694436
-8.619417,142,1028.815754
30.085163,42,1028.964343
-115.979454,200,1029.092546
-19.786936,135,1029.236062
26.00597,55,1029.376623
2.7160592,106,1029.525114
35.232964,32,1029.525171
30.424212,40,1029.525178
-103.693115,200,1029.525182
-178.1381,200,1029.525187
34.414818,33,1029.663711
31.635397,36,1029.797395
29.44002,52,1029.797429
-555.13153,200,1029.903056
-4.6044784,88,1030.040914
34.939835,34,1030.040945
28.599535,48,1030.158653
40.73773,21,1030.290421
38.688313,22,1030.435021
34.100704,37,1030.593688
7.421932,77,1030.593739
24.818987,53,1030.734178
10.908793,103,1030.88591
32.951138,35,1030.885956
34.413902,38,1030.997061
-140.29124,200,1031.127648
40.22265,38,1031.266112
-17.271286,119,1031.389169
-112.42846,200,1031.510598
-101.50188,200,1031.628582
35.467964,27,1031.768334
-37.828537,136,1031.891485
34.7194,32,1032.007769
-12.303661,117,1032.140625
21.691057,61,1032.252695
-156.12555,200,1032.373838
37.066715,31,1032.500519
19.160395,77,1032.6507
-4.4466443,129,1032.759055
18.972897,96,1032.883188
-153.50195,200,1032.883226
-58.469112,176,1033.006752
32.580486,38,1033.006785
-108.04464,200,1033.10952
-19.46071,135,1033.23735
16.299242,86,1033.237383
13.188191,94,1033.358405
35.740242,28,1033.509225
39.672104,28,1033.623451
18.433325,71,1033.749164
-97.16047,200,1033.860096
28.587208,53,1034.006119
26.128952,41,1034.006163
39.554024,21,1034.00617
14.720666,80,1034.106117
29.55876,45,1034.233904
38.446766,23,1034.346772
9.913962,94,1034.467984
23.286842,68,1034.588678
36.69171,28,1034.712577
38.494125,22,1034.830139
2.3786101,120,1034.963607
-842.57855,200,1034.963642
3.695253,113,1035.124826
9.7077675,104,1035.241308
13.000435,68,1035.370128
36.73899,25,1035.508014
36.70957,33,1035.622396
40.961056,20,1035.775305
40.22902,22,1035.77535
32.88425,39,1035.883563
16.76765,79,1035.993931
29.771482,49,1036.118334
37.87196,26,1036.118369
-67.88557,163,1036.254293
34.30562,35,1036.377489
29.785696,57,1036.502205
30.30369,45,1036.612517
9.544837,67,1036.75293
30.028282,45,1036.752975
8.764768,78,1036.862433
38.15027,27,1036.984701
32.368473,45,1037.09985
14.038509,72,1037.219063
28.512848,42,1037.337458
36.574036,25,1037.44722
33.061275,42,1037.616871
16.778181,88,1037.754093
-4.0665956,114,1037.754126
18.03808,84,1040.81067
10.413605,86,1040.911447
32.41203,31,1041.029844
12.980991,67,1041.1549
34.977425,38,1041.335494
30.735497,44,1041.335611
-25.346598,195,1041.467674
6.364447,98,1041.597412
17.599787,65,1041.742356
-4.3068666,132,1041.876619
38.326546,25,1041.984164
34.744804,31,1042.148872
12.592688,102,1042.148927
-354.7255,200,1042.272366
-100.39611,200,1042.272404
18.796726,73,1042.395568
36.9105,40,1042.527062
-0.9004398,70,1042.634029
13.594295,73,1042.747053
-10.727637,126,1042.85568
3.2799244,102,1042.95586
16.416264,74,1043.108181
37.826126,32,1043.108235
4.179666,106,1043.108242
36.219215,24,1043.256612
2.4128418,97,1043.38519
35.01397,28,1043.385227
-30.41712,142,1043.498058
41.133827,19,1043.651425
-38.8017,156,1043.651468
38.22949,19,1043.65148
-1.2755476,81,1043.790591
24.81594,40,1043.943204
33.464096,34,1044.049084
30.620186,37,1044.165126
40.428993,23,1044.284282
26.017244,57,1044.410496
26.644367,47,1044.410537
34.49492,38,1044.537673
28.79693,48,1044.537707
33.96458,44,1044.646616
38.96967,22,1044.78992
36.56645,23,1044.919506
36.778313,26,1045.028438
-15.168931,105,1045.138317
22.545702,38,1045.251297
6.6226444,100,1045.40274
30.000875,40,1045.533857
11.342224,106,1045.634437
38.263126,24,1045.765134
25.05101,48,1045.901937
28.30009,41,1046.009299
42.31639,22,1046.145259
-96.609604,200,1046.14531
31.137804,40,1046.252241
29.902105,37,1046.368302
9.650817,105,1046.475321
32.48954,38,1046.574548
-116.5392,200,1046.717279
4.504251,109,1046.867621
-92.08106,200,1046.867653
-147.17038,200,1046.991162
-77.799095,200,1047.106441
33.4069,32,1047.239222
11.578063,75,1047.382101
15.059621,78,1047.508925
-97.60309,200,1047.508974
20.488886,69,1047.643385
38.12635,25,1047.777668
26.703901,52,1047.897423
40.786274,20,1048.046607
27.546377,39,1048.178053
13.947362,83,1048.178084
39.598213,21,1048.28768
-26.946455,182,1048.395905
13.31778,93,1048.530605
36.297535,33,1048.651109
39.062195,23,1048.779984
38.58431,26,1048.90603
32.16476,37,1049.070575
39.095165,21,1049.199975
-14.579262,127,1049.308597
33.12596,39,1049.416513
-79.91895,200,1049.518201
-5.412313,124,1049.622219
30.891796,46,1049.736945
35.30779,31,1049.87297
-7.702284,154,1049.983883
12.025117,84,1050.115765
-312.53363,200,1050.236284
24.078339,56,1050.339196
4.959134,85,1050.47887
-18.53426,137,1050.588416
35.868683,20,1050.721842
34.631527,32,1050.838329
33.69375,35,1050.960687
-114.370705,200,1051.090808
-168.72224,200,1051.216129
12.044702,94,1051.339163
38.228714,23,1051.472602
19.659054,68,1051.617826
-9.77778,109,1051.713153
23.564718,72,1051.857442
-300.62018,200,1051.98524
38.402473,25,1051.98528
8.838143,88,1052.11647
-4.36163,117,1052.243181
26.953087,41,1052.388832
40.929874,20,1052.388874
31.335579,44,1052.518253
14.517535,67,1052.670984
9.721773,80,1052.825675
-8.818353,142,1052.825707
17.748606,71,1052.936745
-28.250408,163,1052.936786
23.90181,73,1053.066221
-47.207703,197,1053.20165
28.715513,49,1053.313873
-120.21326,200,1053.41641
35.23264,37,1053.569676
41.447216,19,1053.703459
-1.8342549,100,1053.703495
-60.898537,147,1053.820656
36.541447,34,1053.958983
-30.423681,139,1054.105515
31.879307,44,1054.214248
-110.3001,200,1054.326238
33.595085,31,1054.459724
-87.41842,200,1054.595976
23.993284,58,1054.596026
33.117924,40,1054.716696
37.88964,23,1054.839901
-128.39629,200,1054.963735
39.258564,25,1055.083647
-13.06912,136,1055.083688
25.945284,39,1055.210728
32.95463,40,1055.344864
27.848959,54,1055.450174
7.441956,85,1055.577082
-25.481556,147,1055.745881
14.325739,70,1055.745914
33.103737,48,1055.745919
35.65568,28,1055.745924
25.578093,55,1055.877072
30.86578,35,1056.015993
-93.95029,200,1056.150338
39.20937,24,1056.279454
37.961456,21,1056.393463
9.359062,98,1056.517075
12.399598,103,1056.656894
-114.106834,200,1056.656922
39.62427,21,1056.767889
39.495625,22,1056.864816
41.157402,20,1056.985655
-7.096355,129,1057.127699
20.252628,66,1057.257323
33.867718,31,1057.257354
-8.915282,142,1057.374676
36.44674,32,1057.504968
33.019188,34,1057.626651
35.56391,28,1057.626682
35.60149,33,1057.738844
8.427508,90,1057.904493
34.016197,46,1058.006601
-1.495661,98,1058.114851
36.511528,26,1058.236575
36.78393,26,1058.333947
14.644351,77,1058.487119
31.213125,39,1058.615232
14.865828,86,1058.747972
26.54252,61,1058.748002
-94.36008,200,1058.891323
10.672352,81,1058.988511
35.345757,33,1059.106966
-27.724852,140,1059.216085
-118.27675,200,1059.337073
38.450222,25,1059.446393
31.734364,27,1059.446434
34.26102,33,1059.57174
-12.321494,147,1059.701175
36.37843,30,1059.701216
-10.261384,129,1059.852321
-11.685049,122,1059.852366
9.789859,102,1059.991857
34.371944,36,1060.160982
34.24693,38,1060.277174
-20.376877,126,1060.395891
1.6368022,117,1060.530774
-18.484512,102,1060.53082
11.442143,83,1060.652181
34.31763,34,1060.785882
20.511255,58,1060.900683
11.383933,70,1061.039077
40.116814,21,1061.161892
26.387945,53,1061.266818
16.536968,48,1061.385378
37.295895,23,1061.480093
40.042213,24,1061.625865
30.953344,40,1061.775416
21.861498,69,1061.873375
16.816957,69,1062.001107
14.150286,80,1062.124448
0.2431714,120,1062.124501
29.257332,40,1062.27934
30.316422,46,1062.396922
26.868597,50,1062.527202
24.950405,56,1062.651127
36.648956,31,1062.767811
29.447872,40,1062.88526
28.495016,40,1062.991524
24.402143,58,1063.097823
31.74378,40,1063.201905
35.23407,33,1063.336997
-26.488457,128,1063.458194
-10.584331,104,1063.587073
-39.328854,181,1063.702122
-82.49873,200,1063.827857
38.774155,28,1063.952949
32.293808,34,1064.052692
-24.971476,161,1064.163102
27.197313,45,1064.308719
7.387055,98,1064.416581
32.121956,41,1064.568303
-125.10102,200,1064.690495
39.799088,20,1064.690529
9.548979,112,1064.795391
3.2292187,91,1064.924598
36.82885,23,1065.064031
35.656586,32,1065.064075
12.346783,73,1065.203634
40.671284,19,1065.317816
7.042774,96,1065.426134
32.755054,35,1065.56691
20.30371,66,1065.566952
9.234068,95,1065.721592
31.248297,44,1065.830503
21.420269,70,1065.977067
-85.87749,170,1066.099808
-117.93702,200,1066.099852
31.392492,42,1066.224346
-27.493841,126,1066.344583
5.596147,79,1066.344625
39.036964,24,1066.449803
34.72819,35,1066.591376
27.692398,47,1066.591417
33.19941,44,1066.591423
11.378608,69,1066.591427
-139.41026,200,1066.72452
40.693497,19,1066.875237
15.262182,67,1067.001601
28.536097,47,1067.114754
23.422083,65,1067.258557
19.029001,83,1067.384948
-26.361046,112,1067.544417
29.545027,50,1067.665171
-297.0883,200,1067.781855
-4.068494,106,1067.924056
31.429794,34,1067.924094
-108.731026,200,1068.047009
39.308704,23,1068.193419
35.820618,27,1068.193465
31.194542,37,1068.304011
-39.34346,163,1068.40809
27.768858,45,1068.552377
-23.567896,184,1068.700783
